id,brand,model,version,year,mileage,category,priceBrutto,normalizedMainImage,visualCategory,status,identityGroup,provisionalRepresentativeId,groupMemberIds,proof
150017,Mercedes-Benz / Setra,Scania Interlink,Scania Interlink HD Euro VI - Édition 2010,2023,245000,buses,213800.00,https://images.unsplash.com/photo-1563720223185-11003d516935,unknown,CONFLIT + REDONDANCE FORTE,18,150007,"150007,150017,150027,150037",same normalized image + same declared brand/model; declared heavy/van/agriculture category conflicts with road-car/SUV image
150018,Mercedes-Benz / Setra,Volvo 9700,Volvo 9700 Grand Luxe Euro VI - Édition 2009,2024,257500,buses,218100.00,https://images.unsplash.com/photo-1542282088-72c9c27ed0cd,unknown,CONFLIT + REDONDANCE FORTE,21,150008,"150008,150018,150028,150038",same normalized image + same declared brand/model; declared heavy/van/agriculture category conflicts with road-car/SUV image
150019,Mercedes-Benz / Setra,Iveco Crossway,Iveco Crossway Line Euro VI - Édition 2008,2019,50000,buses,222400.00,https://images.unsplash.com/photo-1502877338535-766e1452684a,unknown,CONFLIT + REDONDANCE FORTE,12,150009,"150009,150019,150029",same normalized image + same declared brand/model; declared heavy/van/agriculture category conflicts with road-car/SUV image
150020,Mercedes-Benz / Setra,VDD Futura,VDD Futura FPD2 Euro VI - Édition 2007,2020,62500,buses,226700.00,https://images.unsplash.com/photo-1555215695-3004980ad54e,unknown,CONFLIT + REDONDANCE FORTE,20,150010,"150010,150020,150030",same normalized image + same declared brand/model; declared heavy/van/agriculture category conflicts with road-car/SUV image
150021,Mercedes-Benz / Setra,Mercedes-Benz Tourismo,Mercedes-Benz Tourismo 16 RHD Euro VI - Édition 2006,2021,75000,buses,231000.00,https://images.unsplash.com/photo-1618843479313-40f8afb4b4d8,unknown,CONFLIT + REDONDANCE FORTE,16,150001,"150001,150011,150021,150031",same normalized image + same declared brand/model; declared heavy/van/agriculture category conflicts with road-car/SUV image
150022,Mercedes-Benz / Setra,Mercedes-Benz Citaro,Mercedes-Benz Citaro K Hybrid Euro VI - Édition 2005,2022,87500,buses,235300.00,https://images.unsplash.com/photo-1603584173870-7f23fdae1b7a,unknown,CONFLIT + REDONDANCE FORTE,14,150002,"150002,150012,150022,150032",same normalized image + same declared brand/model; declared heavy/van/agriculture category conflicts with road-car/SUV image
150023,Mercedes-Benz / Setra,Mercedes-Benz Intouro,Mercedes-Benz Intouro M Euro VI - Édition 2004,2023,100000,buses,239600.00,https://images.unsplash.com/photo-1541899481282-d53bffe3c35d,unknown,CONFLIT + REDONDANCE FORTE,15,150003,"150003,150013,150023,150033",same normalized image + same declared brand/model; declared heavy/van/agriculture category conflicts with road-car/SUV image
150024,Mercedes-Benz / Setra,Setra S,Setra S 515 HD Euro VI - Édition 2003,2024,112500,buses,243900.00,https://images.unsplash.com/photo-1503376780353-7e6692767b70,unknown,CONFLIT + REDONDANCE FORTE,19,150004,"150004,150014,150024,150034",same normalized image + same declared brand/model; declared heavy/van/agriculture category conflicts with road-car/SUV image
150025,Mercedes-Benz / Setra,MAN Lion's,MAN Lion's Coach L Euro VI - Édition 2002,2019,125000,buses,248200.00,https://images.unsplash.com/photo-1583121274602-3e2820c69888,unknown,CONFLIT + REDONDANCE FORTE,13,150005,"150005,150015,150025,150035",same normalized image + same declared brand/model; declared heavy/van/agriculture category conflicts with road-car/SUV image
150026,Mercedes-Benz / Setra,Neoplan Tourliner,Neoplan Tourliner C Euro VI - Édition 2001,2020,137500,buses,252500.00,https://images.unsplash.com/photo-1525609004556-c46c7d6cf023,unknown,CONFLIT + REDONDANCE FORTE,17,150006,"150006,150016,150026,150036",same normalized image + same declared brand/model; declared heavy/van/agriculture category conflicts with road-car/SUV image
150027,Mercedes-Benz / Setra,Scania Interlink,Scania Interlink HD Euro VI - Édition 2000,2021,150000,buses,256800.00,https://images.unsplash.com/photo-1563720223185-11003d516935,unknown,CONFLIT + REDONDANCE FORTE,18,150007,"150007,150017,150027,150037",same normalized image + same declared brand/model; declared heavy/van/agriculture category conflicts with road-car/SUV image
150028,Mercedes-Benz / Setra,Volvo 9700,Volvo 9700 Grand Luxe Euro VI - Édition 1999,2022,162500,buses,261100.00,https://images.unsplash.com/photo-1542282088-72c9c27ed0cd,unknown,CONFLIT + REDONDANCE FORTE,21,150008,"150008,150018,150028,150038",same normalized image + same declared brand/model; declared heavy/van/agriculture category conflicts with road-car/SUV image
150029,Mercedes-Benz / Setra,Iveco Crossway,Iveco Crossway Line Euro VI - Édition 1998,2023,175000,buses,265400.00,https://images.unsplash.com/photo-1502877338535-766e1452684a,unknown,CONFLIT + REDONDANCE FORTE,12,150009,"150009,150019,150029",same normalized image + same declared brand/model; declared heavy/van/agriculture category conflicts with road-car/SUV image
150030,Mercedes-Benz / Setra,VDD Futura,VDD Futura FPD2 Euro VI - Édition 1997,2024,187500,buses,269700.00,https://images.unsplash.com/photo-1555215695-3004980ad54e,unknown,CONFLIT + REDONDANCE FORTE,20,150010,"150010,150020,150030",same normalized image + same declared brand/model; declared heavy/van/agriculture category conflicts with road-car/SUV image
150031,Mercedes-Benz / Setra,Mercedes-Benz Tourismo,Mercedes-Benz Tourismo 16 RHD Euro VI - Édition 1996,2019,200000,buses,274000.00,https://images.unsplash.com/photo-1618843479313-40f8afb4b4d8,unknown,CONFLIT + REDONDANCE FORTE,16,150001,"150001,150011,150021,150031",same normalized image + same declared brand/model; declared heavy/van/agriculture category conflicts with road-car/SUV image
150032,Mercedes-Benz / Setra,Mercedes-Benz Citaro,Mercedes-Benz Citaro K Hybrid Euro VI - Édition 1995,2020,212500,buses,278300.00,https://images.unsplash.com/photo-1603584173870-7f23fdae1b7a,unknown,CONFLIT + REDONDANCE FORTE,14,150002,"150002,150012,150022,150032",same normalized image + same declared brand/model; declared heavy/van/agriculture category conflicts with road-car/SUV image
150033,Mercedes-Benz / Setra,Mercedes-Benz Intouro,Mercedes-Benz Intouro M Euro VI - Édition 1994,2021,225000,buses,282600.00,https://images.unsplash.com/photo-1541899481282-d53bffe3c35d,unknown,CONFLIT + REDONDANCE FORTE,15,150003,"150003,150013,150023,150033",same normalized image + same declared brand/model; declared heavy/van/agriculture category conflicts with road-car/SUV image
150034,Mercedes-Benz / Setra,Setra S,Setra S 515 HD Euro VI - Édition 1993,2022,237500,buses,286900.00,https://images.unsplash.com/photo-1503376780353-7e6692767b70,unknown,CONFLIT + REDONDANCE FORTE,19,150004,"150004,150014,150024,150034",same normalized image + same declared brand/model; declared heavy/van/agriculture category conflicts with road-car/SUV image
150035,Mercedes-Benz / Setra,MAN Lion's,MAN Lion's Coach L Euro VI - Édition 1992,2023,250000,buses,291200.00,https://images.unsplash.com/photo-1583121274602-3e2820c69888,unknown,CONFLIT + REDONDANCE FORTE,13,150005,"150005,150015,150025,150035",same normalized image + same declared brand/model; declared heavy/van/agriculture category conflicts with road-car/SUV image
150036,Mercedes-Benz / Setra,Neoplan Tourliner,Neoplan Tourliner C Euro VI - Édition 1991,2024,262500,buses,295500.00,https://images.unsplash.com/photo-1525609004556-c46c7d6cf023,unknown,CONFLIT + REDONDANCE FORTE,17,150006,"150006,150016,150026,150036",same normalized image + same declared brand/model; declared heavy/van/agriculture category conflicts with road-car/SUV image
150037,Mercedes-Benz / Setra,Scania Interlink,Scania Interlink HD Euro VI - Édition 1990,2019,55000,buses,299800.00,https://images.unsplash.com/photo-1563720223185-11003d516935,unknown,CONFLIT + REDONDANCE FORTE,18,150007,"150007,150017,150027,150037",same normalized image + same declared brand/model; declared heavy/van/agriculture category conflicts with road-car/SUV image
150038,Mercedes-Benz / Setra,Volvo 9700,Volvo 9700 Grand Luxe Euro VI - Édition 1989,2020,67500,buses,304100.00,https://images.unsplash.com/photo-1542282088-72c9c27ed0cd,unknown,CONFLIT + REDONDANCE FORTE,21,150008,"150008,150018,150028,150038",same normalized image + same declared brand/model; declared heavy/van/agriculture category conflicts with road-car/SUV image
180001,Audi,RS5 Coupé,RS5 Quattro Tiptronic Sport Edition,2022,38400,coupes,74500.00,https://images.unsplash.com/photo-1618843479313-40f8afb4b4d8,compatible/inconclusive,AUCUN CANDIDAT AUTOMATIQUE,,,,
180002,Volkswagen,T-Roc,T-Roc R-Line 2.0 TSI 4Motion,2025,15,suvs,42800.00,https://images.unsplash.com/photo-1603584173870-7f23fdae1b7a,unknown,CONFLIT CATEGORIE/PHOTO,,,,; declared heavy/van/agriculture category conflicts with road-car/SUV image
180003,Volkswagen,T-Roc,T-Roc Black Edition 1.5 TSI,2024,14200,suvs,34900.00,https://images.unsplash.com/photo-1541899481282-d53bffe3c35d,unknown,CONFLIT CATEGORIE/PHOTO,,,,; declared heavy/van/agriculture category conflicts with road-car/SUV image
180004,Volkswagen,T-Roc,T-Roc 2.0 TDI 4Motion Sport,2023,26500,suvs,33500.00,https://images.unsplash.com/photo-1503376780353-7e6692767b70,unknown,CONFLIT CATEGORIE/PHOTO,,,,; declared heavy/van/agriculture category conflicts with road-car/SUV image
180005,Volkswagen,T-Roc,T-Roc Style 1.0 TSI,2022,41000,suvs,24900.00,https://images.unsplash.com/photo-1583121274602-3e2820c69888,unknown,CONFLIT CATEGORIE/PHOTO,,,,; declared heavy/van/agriculture category conflicts with road-car/SUV image
180006,Volkswagen,T-Roc,T-Roc R Performance 4Motion,2023,21800,suvs,48500.00,https://images.unsplash.com/photo-1525609004556-c46c7d6cf023,unknown,CONFLIT CATEGORIE/PHOTO,,,,; declared heavy/van/agriculture category conflicts with road-car/SUV image
180007,Volkswagen,T-Roc,T-Roc Style 1.5 TSI,2023,18900,suvs,36500.00,https://images.unsplash.com/photo-1563720223185-11003d516935,unknown,CONFLIT CATEGORIE/PHOTO,,,,; declared heavy/van/agriculture category conflicts with road-car/SUV image
180008,Volkswagen,T-Roc,T-Roc R-Line 2.0 TSI,2021,62000,suvs,52400.00,https://images.unsplash.com/photo-1542282088-72c9c27ed0cd,unknown,CONFLIT CATEGORIE/PHOTO,,,,; declared heavy/van/agriculture category conflicts with road-car/SUV image
180009,Volkswagen,ID.4,ID.4 Pro Performance Tech,2023,24500,electric,37900.00,https://images.unsplash.com/photo-1502877338535-766e1452684a,compatible/inconclusive,AUCUN CANDIDAT AUTOMATIQUE,,,,
180010,Kia,Sportage,Sportage GT-Line Hybrid AWD,2025,10,suvs,41900.00,https://images.unsplash.com/photo-1555215695-3004980ad54e,unknown,CONFLIT CATEGORIE/PHOTO,,,,; declared heavy/van/agriculture category conflicts with road-car/SUV image
240001,Fendt,Vario 942,À confirmer,2023,45000,agricultural-machinery,15000.00,https://images.unsplash.com/photo-1618843479313-40f8afb4b4d8,unknown,CONFLIT CATEGORIE/PHOTO,,,,; declared heavy/van/agriculture category conflicts with road-car/SUV image
240002,John Deere,8R 410,À confirmer,2023,46200,agricultural-machinery,17300.00,https://images.unsplash.com/photo-1603584173870-7f23fdae1b7a,unknown,CONFLIT CATEGORIE/PHOTO,,,,; declared heavy/van/agriculture category conflicts with road-car/SUV image
240003,Claas,Axion 870,À confirmer,2023,47400,agricultural-machinery,19600.00,https://images.unsplash.com/photo-1541899481282-d53bffe3c35d,unknown,CONFLIT CATEGORIE/PHOTO,,,,; declared heavy/van/agriculture category conflicts with road-car/SUV image
240004,New Holland,T7.315,À confirmer,2023,48600,agricultural-machinery,21900.00,https://images.unsplash.com/photo-1503376780353-7e6692767b70,unknown,CONFLIT CATEGORIE/PHOTO,,,,; declared heavy/van/agriculture category conflicts with road-car/SUV image
240005,Case IH,Optum 300,À confirmer,2023,49800,agricultural-machinery,24200.00,https://images.unsplash.com/photo-1583121274602-3e2820c69888,unknown,CONFLIT CATEGORIE/PHOTO,,,,; declared heavy/van/agriculture category conflicts with road-car/SUV image
240006,Deutz-Fahr,Agrotron 9340,À confirmer,2023,51000,agricultural-machinery,26500.00,https://images.unsplash.com/photo-1525609004556-c46c7d6cf023,unknown,CONFLIT CATEGORIE/PHOTO,,,,; declared heavy/van/agriculture category conflicts with road-car/SUV image
240007,JCB,Fastrac 8330,À confirmer,2023,52200,agricultural-machinery,28800.00,https://images.unsplash.com/photo-1563720223185-11003d516935,unknown,CONFLIT CATEGORIE/PHOTO,,,,; declared heavy/van/agriculture category conflicts with road-car/SUV image
240008,Valtra,S416,À confirmer,2023,53400,agricultural-machinery,31100.00,https://images.unsplash.com/photo-1542282088-72c9c27ed0cd,unknown,CONFLIT CATEGORIE/PHOTO,,,,; declared heavy/van/agriculture category conflicts with road-car/SUV image
240009,Massey Ferguson,8S.305,À confirmer,2023,54600,agricultural-machinery,33400.00,https://images.unsplash.com/photo-1502877338535-766e1452684a,unknown,CONFLIT CATEGORIE/PHOTO,,,,; declared heavy/van/agriculture category conflicts with road-car/SUV image
240010,McCormick,X8.680,À confirmer,2023,55800,agricultural-machinery,35700.00,https://images.unsplash.com/photo-1555215695-3004980ad54e,unknown,CONFLIT CATEGORIE/PHOTO,,,,; declared heavy/van/agriculture category conflicts with road-car/SUV image
240011,Kubota,M7173,À confirmer,2023,57000,agricultural-machinery,38000.00,https://images.unsplash.com/photo-1618843479313-40f8afb4b4d8,unknown,CONFLIT CATEGORIE/PHOTO,,,,; declared heavy/van/agriculture category conflicts with road-car/SUV image
240012,Landini,Rex 4-120,À confirmer,2023,58200,agricultural-machinery,40300.00,https://images.unsplash.com/photo-1603584173870-7f23fdae1b7a,unknown,CONFLIT CATEGORIE/PHOTO,,,,; declared heavy/van/agriculture category conflicts with road-car/SUV image
240013,Same,Virtus 140,À confirmer,2023,59400,agricultural-machinery,42600.00,https://images.unsplash.com/photo-1541899481282-d53bffe3c35d,unknown,CONFLIT CATEGORIE/PHOTO,,,,; declared heavy/van/agriculture category conflicts with road-car/SUV image
240014,Lamborghini,Spire 100,À confirmer,2023,60600,agricultural-machinery,44900.00,https://images.unsplash.com/photo-1503376780353-7e6692767b70,unknown,CONFLIT CATEGORIE/PHOTO,,,,; declared heavy/van/agriculture category conflicts with road-car/SUV image
240015,Zetor,Forterra 150,À confirmer,2023,61800,agricultural-machinery,47200.00,https://images.unsplash.com/photo-1583121274602-3e2820c69888,unknown,CONFLIT CATEGORIE/PHOTO,,,,; declared heavy/van/agriculture category conflicts with road-car/SUV image
240016,Steyr,Terrus 6300,À confirmer,2023,63000,agricultural-machinery,49500.00,https://images.unsplash.com/photo-1525609004556-c46c7d6cf023,unknown,CONFLIT CATEGORIE/PHOTO,,,,; declared heavy/van/agriculture category conflicts with road-car/SUV image
240017,Branson,F50RN,À confirmer,2023,64200,agricultural-machinery,51800.00,https://images.unsplash.com/photo-1563720223185-11003d516935,unknown,CONFLIT CATEGORIE/PHOTO,,,,; declared heavy/van/agriculture category conflicts with road-car/SUV image
240018,Kioti,RX7320,À confirmer,2023,65400,agricultural-machinery,54100.00,https://images.unsplash.com/photo-1542282088-72c9c27ed0cd,unknown,CONFLIT CATEGORIE/PHOTO,,,,; declared heavy/van/agriculture category conflicts with road-car/SUV image
240019,Solis,90 N,À confirmer,2023,66600,agricultural-machinery,56400.00,https://images.unsplash.com/photo-1502877338535-766e1452684a,unknown,CONFLIT CATEGORIE/PHOTO,,,,; declared heavy/van/agriculture category conflicts with road-car/SUV image
240020,Volvo,FH16 750,À confirmer,2023,67800,trucks,58700.00,https://images.unsplash.com/photo-1555215695-3004980ad54e,unknown,CONFLIT CATEGORIE/PHOTO,,,,; declared heavy/van/agriculture category conflicts with road-car/SUV image
240021,Volvo,FMX 540 Dumper,À confirmer,2023,69000,trucks,61000.00,https://images.unsplash.com/photo-1618843479313-40f8afb4b4d8,unknown,CONFLIT CATEGORIE/PHOTO,,,,; declared heavy/van/agriculture category conflicts with road-car/SUV image
240022,Scania,S660 Highline,À confirmer,2023,70200,trucks,63300.00,https://images.unsplash.com/photo-1603584173870-7f23fdae1b7a,unknown,CONFLIT CATEGORIE/PHOTO,,,,; declared heavy/van/agriculture category conflicts with road-car/SUV image
240023,Scania,R770 V8,À confirmer,2023,71400,trucks,65600.00,https://images.unsplash.com/photo-1541899481282-d53bffe3c35d,unknown,CONFLIT CATEGORIE/PHOTO,,,,; declared heavy/van/agriculture category conflicts with road-car/SUV image
240024,Mercedes-Benz,Actros 1853 L,À confirmer,2023,72600,trucks,67900.00,https://images.unsplash.com/photo-1503376780353-7e6692767b70,unknown,CONFLIT CATEGORIE/PHOTO,,,,; declared heavy/van/agriculture category conflicts with road-car/SUV image
240025,Renault,T High Turbo Compound,À confirmer,2023,73800,trucks,70200.00,https://images.unsplash.com/photo-1583121274602-3e2820c69888,unknown,CONFLIT CATEGORIE/PHOTO,,,,; declared heavy/van/agriculture category conflicts with road-car/SUV image
240026,Volvo,FH Globetrotter,À confirmer,2023,75000,trucks,72500.00,https://images.unsplash.com/photo-1525609004556-c46c7d6cf023,unknown,CONFLIT CATEGORIE/PHOTO,,,,; declared heavy/van/agriculture category conflicts with road-car/SUV image
240027,Renault,T480 Sleeper,À confirmer,2023,76200,trucks,74800.00,https://images.unsplash.com/photo-1563720223185-11003d516935,unknown,CONFLIT CATEGORIE/PHOTO,,,,; declared heavy/van/agriculture category conflicts with road-car/SUV image
240028,Volvo,FH16 Aero,À confirmer,2023,77400,trucks,77100.00,https://images.unsplash.com/photo-1542282088-72c9c27ed0cd,unknown,CONFLIT CATEGORIE/PHOTO,,,,; declared heavy/van/agriculture category conflicts with road-car/SUV image
